200,-0.1106451,0.5
200,-0.09877419,0.5
200,-0.108271,0.5
200,-0.1058968,0.5
200,-0.1106451,0.5
200,-0.1106451,0.5
200,-0.108271,0.5
200,-0.09402581,0.5
200,-0.07978066,0.5
200,-0.08927742,0.5
200,-0.07978066,0.5
200,-0.06553552,0.5
200,-0.04891617,0.5
200,-0.04654198,0.5
200,-0.03229683,0.5
200,-0.01567741,0.5
200,0.01518708,0.5
200,0.01281289,0.5
200,0.04367737,0.5
200,0.05554833,0.5
200,0.06741937,0.5
200,0.08641291,0.5
200,0.09828386,0.5
200,0.112529,0.5
200,0.1101548,0.5
200,0.1315225,0.5
200,0.1291483,0.5
200,0.1267742,0.5
200,0.1410193,0.5
200,0.1410193,0.5
200,0.1647613,0.5
200,0.1623871,0.5
200,0.1623871,0.5
200,0.1766323,0.5
200,0.1766323,0.5
200,0.1766323,0.5
200,0.1885032,0.5
200,0.2027484,0.5
200,0.1956258,0.5
200,0.2193677,0.5
200,0.2146193,0.5
200,0.2217419,0.5
200,0.2383612,0.5
200,0.2431096,0.5
194.1161,0.2573549,0.5
192.2168,0.2597291,0.5
200,0.2431096,0.5
192.2168,0.2597291,0.5
178.9213,0.2763484,0.5
182.72,0.2716,0.5
167.5252,0.2905935,0.5
173.2232,0.283471,0.5
159.9278,0.3000903,0.5
158.0284,0.3024645,0.5
154.2297,0.3072129,0.5
161.8271,0.2977161,0.5
139.0349,0.3262064,0.5
139.0349,0.3262064,0.5
142.8336,0.321458,0.5
120.0413,0.3499484,0.5
123.84,0.3452,0.5
120.0413,0.3499484,0.5
120.0413,0.3499484,0.5
102.9471,0.3713161,0.5
101.0478,0.3736903,0.5
110.5445,0.3618194,0.5
95.34969,0.3808129,0.5
91.55099,0.3855613,0.5
97.24903,0.3784387,0.5
93.45033,0.3831871,0.5
82.05421,0.3974322,0.5
85.85294,0.3926838,0.5
87.75227,0.3903097,0.5
83.95357,0.395058,0.5
93.45033,0.3831871,0.5
76.35615,0.4045548,0.5
66.85939,0.4164258,0.5
76.35615,0.4045548,0.5
82.05421,0.3974322,0.5
83.95357,0.395058,0.5
76.35615,0.4045548,0.5
76.35615,0.4045548,0.5
80.15487,0.3998064,0.5
82.05421,0.3974322,0.5
87.75227,0.3903097,0.5
78.25551,0.4021806,0.5
85.85294,0.3926838,0.5
82.05421,0.3974322,0.5
76.35615,0.4045548,0.5
78.25551,0.4021806,0.5
74.45681,0.406929,0.5
83.95357,0.395058,0.5
80.15487,0.3998064,0.5
80.15487,0.3998064,0.5
80.15487,0.3998064,0.5
83.95357,0.395058,0.5
80.15487,0.3998064,0.5
78.25551,0.4021806,0.5
82.05421,0.3974322,0.5
68.75875,0.4140516,0.5
76.35615,0.4045548,0.5
61.16133,0.4235483,0.5
78.25551,0.4021806,0.5
78.25551,0.4021806,0.5
80.15487,0.3998064,0.5
68.75875,0.4140516,0.5
80.15487,0.3998064,0.5
72.55745,0.4093032,0.5
63.06069,0.4211741,0.5
74.45681,0.406929,0.5
68.75875,0.4140516,0.5
72.55745,0.4093032,0.5
66.85939,0.4164258,0.5
66.85939,0.4164258,0.5
80.15487,0.3998064,0.5
63.06069,0.4211741,0.5
59.26199,0.4259225,0.5
63.06069,0.4211741,0.5
63.06069,0.4211741,0.5
55.4632,0.430671,0.5
53.56386,0.4330452,0.5
28.87225,0.4639097,0.5
32.67097,0.4591613,0.5
17.47615,0.4781548,0.5
15.57679,0.480529,0.5
-3.416729,0.5042709,0.5
-18.61162,0.5232645,0.5
-20.51101,0.5256388,0.5
-31.90708,0.5398839,0.5
-37.60514,0.5470064,0.5
-54.69933,0.5683742,0.5
-52.79999,0.566,0.5
-64.19611,0.5802451,0.5
-67.99483,0.5849935,0.5
-90.78703,0.6134838,0.5
-79.39091,0.5992386,0.5
-100.2838,0.6253548,0.5
-104.0825,0.6301032,0.5
-109.7806,0.6372257,0.5
-111.6799,0.6395999,0.5
-115.4787,0.6443483,0.5
-124.9754,0.6562192,0.5
-132.5729,0.6657162,0.5
-149.6671,0.6870839,0.5
-159.1639,0.6989549,0.5
-159.1639,0.6989549,0.5
-172.4594,0.7155742,0.5
-193.3523,0.7416903,0.5
-200,0.7678064,0.5
-200,0.7891741,0.5
